id,subdistrict_id:id,name,zip
village_00001,res_subdistrict_00001,Keude Bakongan,23773
village_00002,res_subdistrict_00001,Ujong Mangki,
village_00003,res_subdistrict_00001,Ujong Padang,
village_00004,res_subdistrict_00001,Gampong Drien,
village_00005,res_subdistrict_00001,Darul Ikhsan,23773
village_00006,res_subdistrict_00001,Padang Beurahan,
village_00007,res_subdistrict_00001,Gampong Baro,
village_00008,res_subdistrict_00002,Fajar Harapan,23771
village_00009,res_subdistrict_00002,Krueng Batee,23771
village_00010,res_subdistrict_00002,Pasi Kuala Asahan,23771
village_00011,res_subdistrict_00002,Gunong Pulo,23771
village_00012,res_subdistrict_00002,Pulo Ie I,23771
village_00013,res_subdistrict_00002,Jambo Manyang,23771
village_00014,res_subdistrict_00002,Simpang Empat,23771
village_00015,res_subdistrict_00002,Limau Purut,
village_00016,res_subdistrict_00002,Pulo Kambing,23771
village_00017,res_subdistrict_00002,Kampung Paya,23771
village_00018,res_subdistrict_00002,Krueng Batu,23771
village_00019,res_subdistrict_00002,Krueng Kluet,23771
village_00020,res_subdistrict_00002,Alur Mas,23771
village_00021,res_subdistrict_00002,Kampung Tinggi,23771
village_00022,res_subdistrict_00002,Ruak,
village_00023,res_subdistrict_00002,Simpang Lhee,23771
village_00024,res_subdistrict_00002,Suaq Geuringgeng,
village_00025,res_subdistrict_00002,Pasi Kuala Ba'u,
village_00026,res_subdistrict_00002,Kedai Padang,23771
village_00027,res_subdistrict_00002,Kotafajar,23771
village_00028,res_subdistrict_00002,Gunung Pudung,23771
village_00029,res_subdistrict_00003,Suaq Bakung,
village_00030,res_subdistrict_00003,Rantau Binuang,23772
village_00031,res_subdistrict_00003,Barat Daya,23772
village_00032,res_subdistrict_00003,Sialang,23772
village_00033,res_subdistrict_00003,Kapeh,23772
village_00034,res_subdistrict_00003,Pulo Ie,23772
village_00035,res_subdistrict_00003,Kedai Runding,23772
village_00036,res_subdistrict_00003,Kedai Kandang,23772
village_00037,res_subdistrict_00003,Gampong Luar,
village_00038,res_subdistrict_00003,Ujung,23772
village_00039,res_subdistrict_00003,Jua,23772
village_00040,res_subdistrict_00003,Pasi Meurapat,
village_00041,res_subdistrict_00003,Ujung Pasir,23772
village_00042,res_subdistrict_00003,Geulumbuk,
village_00043,res_subdistrict_00003,Pasie Lembang,
village_00044,res_subdistrict_00003,Ujung Padang,23772
village_00045,res_subdistrict_00003,Indra Damai,23772
village_00046,res_subdistrict_00004,Bakau Hulu,
village_00047,res_subdistrict_00004,Padang Bakau,
village_00048,res_subdistrict_00004,Manggis Harapan,
village_00049,res_subdistrict_00004,Pasar Lama,
village_00050,res_subdistrict_00004,Apha,
village_00051,res_subdistrict_00004,Ujung Batu,
village_00052,res_subdistrict_00004,Pawoh,
village_00053,res_subdistrict_00004,Dalam,
village_00054,res_subdistrict_00004,Kota Palak,
village_00055,res_subdistrict_00004,Cacang,
village_00056,res_subdistrict_00004,Tengah Pisang,
village_00057,res_subdistrict_00004,Pisang,
village_00058,res_subdistrict_00004,Hulu Pisang,
village_00059,res_subdistrict_00004,Tengah Baru,
village_00060,res_subdistrict_00004,Lembah Baru,
village_00061,res_subdistrict_00004,Padang Baru,
village_00062,res_subdistrict_00005,Kuta Buloh Ii,23754
village_00063,res_subdistrict_00005,Kuta Buloh I,23754
village_00064,res_subdistrict_00005,Ie Dingen,
village_00065,res_subdistrict_00005,Drien Jalo,23754
village_00066,res_subdistrict_00005,Jambo Papeun,23754
village_00067,res_subdistrict_00005,Buket Meuh,23754
village_00068,res_subdistrict_00005,Blang Kuala,23754
village_00069,res_subdistrict_00005,Rot Teungoh,23754
village_00070,res_subdistrict_00005,Alue Baro,23754
village_00071,res_subdistrict_00005,Ladang Tuha,23754
village_00072,res_subdistrict_00005,Lhok Mamplam,23754
village_00073,res_subdistrict_00005,Arun Tunggai,
village_00074,res_subdistrict_00005,Blang Teungoh,23754
village_00075,res_subdistrict_00005,Blang Bladeh,23754
village_00076,res_subdistrict_00005,Ie Buboh,
village_00077,res_subdistrict_00005,Keude Meukek,23754
village_00078,res_subdistrict_00005,Kuta Baro,
village_00079,res_subdistrict_00005,Tanjung Harapan,23754
village_00080,res_subdistrict_00005,Labuhan Tarok,23754
village_00081,res_subdistrict_00005,Lhok Aman,23754
village_00082,res_subdistrict_00005,Alue Meutuah,23754
village_00083,res_subdistrict_00005,Ladang Baro,23754
village_00084,res_subdistrict_00005,Labuhan Tarok Ii,23754
village_00085,res_subdistrict_00006,Dalam,
village_00086,res_subdistrict_00006,Subarang,
village_00087,res_subdistrict_00006,Kuta Baru,
village_00088,res_subdistrict_00006,Gunung Ketek,
village_00089,res_subdistrict_00006,Ladang Panton Luas,
village_00090,res_subdistrict_00006,Madat,
village_00091,res_subdistrict_00006,Alur Seumerah,
village_00092,res_subdistrict_00006,Tengah,
village_00093,res_subdistrict_00006,Gunung Cut,
village_00094,res_subdistrict_00006,Alur Pinang,
village_00095,res_subdistrict_00006,Kuta Blang,
village_00096,res_subdistrict_00006,Batee Tunggai,
village_00097,res_subdistrict_00006,Ujung Tanah,
village_00098,res_subdistrict_00006,Ujung Kampung,
village_00099,res_subdistrict_00006,Jilatang,
village_00100,res_subdistrict_00006,Luar,
village_00101,res_subdistrict_00006,Lubuk Layu,
village_00102,res_subdistrict_00006,Suaq Hulu,
village_00103,res_subdistrict_00006,Tampang,
village_00104,res_subdistrict_00006,Payonan Gadang,
village_00105,res_subdistrict_00006,Gadang,
village_00106,res_subdistrict_00006,Baru,
village_00107,res_subdistrict_00006,Ladang Kasik Putih,
village_00108,res_subdistrict_00006,Air Sialang Hilir.,
village_00109,res_subdistrict_00006,Air Sialang Hulu,
village_00110,res_subdistrict_00006,Air Sialang Tengah,
village_00111,res_subdistrict_00006,Balai,
village_00112,res_subdistrict_00006,Arafah,
village_00113,res_subdistrict_00007,Sikulat,23753
village_00114,res_subdistrict_00007,Sawang I,23753
village_00115,res_subdistrict_00007,Meuligo,23753
village_00116,res_subdistrict_00007,Lhok Pawoh,23753
village_00117,res_subdistrict_00007,Sawang Ii,23753
village_00118,res_subdistrict_00007,Ujung Karang,23753
village_00119,res_subdistrict_00007,Trieng Meuduro Baroh,23753
village_00120,res_subdistrict_00007,Trieng Meuduro Tunong,23753
village_00121,res_subdistrict_00007,Panton Luas,23753
village_00122,res_subdistrict_00007,Simpang Tiga,23753
village_00123,res_subdistrict_00007,Kuta Baro,23753
village_00124,res_subdistrict_00007,Blang Geulinggang,
village_00125,res_subdistrict_00007,Mutiara,23753
village_00126,res_subdistrict_00007,Ujung Padang,23753
village_00127,res_subdistrict_00007,Sawang Ba'u,
village_00128,res_subdistrict_00008,Lhok Keutapang,
village_00129,res_subdistrict_00008,Hilir,
village_00130,res_subdistrict_00008,Padang,
village_00131,res_subdistrict_00008,Hulu,
village_00132,res_subdistrict_00008,Jambo Apha,
village_00133,res_subdistrict_00008,Tepi Air,
village_00134,res_subdistrict_00008,Pasar,
village_00135,res_subdistrict_00008,Lhok Bengkuang,
village_00136,res_subdistrict_00008,Panton Luas,
village_00137,res_subdistrict_00008,Gunung Kerambil,
village_00138,res_subdistrict_00008,Air Berudang,
village_00139,res_subdistrict_00008,Batu Itam,
village_00140,res_subdistrict_00008,Panjupian,
village_00141,res_subdistrict_00008,Lhok Rukam,
village_00142,res_subdistrict_00008,Air Pinang,
village_00143,res_subdistrict_00008,Lhok Bengkuang Timur,
village_00144,res_subdistrict_00009,Keude Trumon,23774
village_00145,res_subdistrict_00009,Ujong Tanoh,
village_00146,res_subdistrict_00009,Sigleng,
village_00147,res_subdistrict_00009,Ie Meudama,23774
village_00148,res_subdistrict_00009,Teupin Tinggi,
village_00149,res_subdistrict_00009,Kuta Baro,
village_00150,res_subdistrict_00009,Panton Bilie,23774
village_00151,res_subdistrict_00009,Kuta Padang,23774
village_00152,res_subdistrict_00009,Raket,23774
village_00153,res_subdistrict_00009,Gampong Teungoh,
village_00154,res_subdistrict_00009,Seuneubok Jaya,
village_00155,res_subdistrict_00009,Padang Harapan,23774
village_00156,res_subdistrict_00010,Ladang Teungoh,
village_00157,res_subdistrict_00010,Pucok Krueng,
village_00158,res_subdistrict_00010,Silolo,
village_00159,res_subdistrict_00010,Kampung Baru,
village_00160,res_subdistrict_00010,Panton Bili,
village_00161,res_subdistrict_00010,Paya Ateuk,
village_00162,res_subdistrict_00010,Ladang Tuha,
village_00163,res_subdistrict_00010,Mata Ie,
village_00164,res_subdistrict_00010,Ujong Batee,
village_00165,res_subdistrict_00010,Lhok Sialang Cut,
village_00166,res_subdistrict_00010,Seuneubok,
village_00167,res_subdistrict_00010,Ie Mirah,
village_00168,res_subdistrict_00010,Pasie Rasian,
village_00169,res_subdistrict_00010,Ujung Padang Rasian,
village_00170,res_subdistrict_00010,Krueng Kalee,
village_00171,res_subdistrict_00010,Lhok Sialang Rayeuk,
village_00172,res_subdistrict_00010,Gampong Baro,
village_00173,res_subdistrict_00010,Teupin Gajah,
village_00174,res_subdistrict_00010,Ujung Padang Asahan,
village_00175,res_subdistrict_00010,Pulo Ie Ii,
village_00176,res_subdistrict_00010,Pante Raja,
village_00177,res_subdistrict_00011,Tengah Peulumat,23758
village_00178,res_subdistrict_00011,Paya Peulumat,23758
village_00179,res_subdistrict_00011,Padang Peulumat,23758
village_00180,res_subdistrict_00011,Aur Peulumat,23758
village_00181,res_subdistrict_00011,Limau Saring,23758
village_00182,res_subdistrict_00011,Beutong,23758
village_00183,res_subdistrict_00011,Peuneulop,
village_00184,res_subdistrict_00011,Gunung Rotan,23758
village_00185,res_subdistrict_00011,Keumumu Hilir,23758
village_00186,res_subdistrict_00011,Keumumu Hulu,23758
village_00187,res_subdistrict_00011,Keumumu Seberang,23758
village_00188,res_subdistrict_00011,Sawang Indah,23758
village_00189,res_subdistrict_00012,Tutong,23757
village_00190,res_subdistrict_00012,Teungoh Iboh,
village_00191,res_subdistrict_00012,Peulokan,23757
village_00192,res_subdistrict_00012,Kuta Iboh,
village_00193,res_subdistrict_00012,Ujung Padang,23757
village_00194,res_subdistrict_00012,Blang Baru,23757
village_00195,res_subdistrict_00012,Blang Poroh,23757
village_00196,res_subdistrict_00012,Pulo Ie,23757
village_00197,res_subdistrict_00012,Suak Lokan,23757
village_00198,res_subdistrict_00012,Iku Lhueng,
village_00199,res_subdistrict_00012,Kuta Trieng,23757
village_00200,res_subdistrict_00012,Pante Geulima,23757
village_00201,res_subdistrict_00012,Panton Pawoh,23757
village_00202,res_subdistrict_00012,Batee Meucanang,23757
village_00203,res_subdistrict_00012,Panton Rubek,23757
village_00204,res_subdistrict_00013,Koto,
village_00205,res_subdistrict_00013,Alur Keujrun,23772
village_00206,res_subdistrict_00013,Jambo Papan,23772
village_00207,res_subdistrict_00013,Malaka,23772
village_00208,res_subdistrict_00013,Koto Indarung,23772
village_00209,res_subdistrict_00013,Siurai-urai,23772
village_00210,res_subdistrict_00013,Kampung Sawah,23772
village_00211,res_subdistrict_00013,Kampung Padang,23772
village_00212,res_subdistrict_00013,Pulo Air,23772
village_00213,res_subdistrict_00013,Lawe Melang,23772
village_00214,res_subdistrict_00013,Mersak,23772
village_00215,res_subdistrict_00013,Simpang Dua,23772
village_00216,res_subdistrict_00013,Simpang Tiga,23772
village_00217,res_subdistrict_00014,Paya Dapur,23772
village_00218,res_subdistrict_00014,Sapik,23772
village_00219,res_subdistrict_00014,Alai,23772
village_00220,res_subdistrict_00014,Durian Kawan,23772
village_00221,res_subdistrict_00014,Lawe Sawah,23772
village_00222,res_subdistrict_00014,Lawe Buluh Didi,23772
village_00223,res_subdistrict_00014,Pucuk Lembang,23772
village_00224,res_subdistrict_00014,Paya Laba,23772
village_00225,res_subdistrict_00014,Lawe Cimanok,23772
village_00226,res_subdistrict_00015,Pasie Seubadeh,
village_00227,res_subdistrict_00015,Ladang Rimba,23773
village_00228,res_subdistrict_00015,Ujong Pulo Rayeuk,
village_00229,res_subdistrict_00015,Sawah Tingkeum,23773
village_00230,res_subdistrict_00015,Simpang,23773
village_00231,res_subdistrict_00015,Ujong Pulo Cut,
village_00232,res_subdistrict_00015,Seuleukat,
village_00233,res_subdistrict_00016,Pinto Rimba,23774
village_00234,res_subdistrict_00016,Krueng Luas,23776
village_00235,res_subdistrict_00016,Jambo Dalem,23774
village_00236,res_subdistrict_00016,Kapa Sesak,
village_00237,res_subdistrict_00016,Seuneubok Punto,
village_00238,res_subdistrict_00016,Seuneubok Pusaka,23774
village_00239,res_subdistrict_00016,Alur Bujok,23774
village_00240,res_subdistrict_00016,Titi Poben,23774
village_00241,res_subdistrict_00017,Buket Gadeng,
village_00242,res_subdistrict_00017,Rambong,23773
village_00243,res_subdistrict_00017,Seuneubok Keuranji,
village_00244,res_subdistrict_00017,Seuneubok Alur Buloh,
village_00245,res_subdistrict_00017,Ujong Tanoh,
village_00246,res_subdistrict_00017,Ujong Gunong Cut,
village_00247,res_subdistrict_00017,Ujong Gunung Rayeuk,
village_00248,res_subdistrict_00017,Beutong,23773
village_00249,res_subdistrict_00017,Jambo Keupok,
village_00250,res_subdistrict_00017,Alurduamas,
village_00251,res_subdistrict_00018,Ladang Rimba,23774
village_00252,res_subdistrict_00018,Gunong Kapho,
village_00253,res_subdistrict_00018,Kampong Teungoh,
village_00254,res_subdistrict_00018,Krueng Batee,23774
village_00255,res_subdistrict_00018,Pulo Paya,23774
village_00256,res_subdistrict_00018,Jambo Papeun,23774
village_00257,res_subdistrict_00018,Cot Bayu,23774
village_00258,res_subdistrict_00018,Naca,23774
village_00259,res_subdistrict_00018,Ie Jeureuneh,23774
village_00260,res_subdistrict_00018,Lhok Raya,23774
village_00261,res_subdistrict_00019,Engkeran,24661
village_00262,res_subdistrict_00019,Rumah Kampung,24661
village_00263,res_subdistrict_00019,Pasir Bangun,24661
village_00264,res_subdistrict_00019,Kubu,24661
village_00265,res_subdistrict_00019,Lawe Kongker,
village_00266,res_subdistrict_00019,Kuta Cingkam Ii,24661
village_00267,res_subdistrict_00019,Muara Baru,24661
village_00268,res_subdistrict_00019,Kuta Batu I,24661
village_00269,res_subdistrict_00019,Kuta Cingkam I,24661
village_00270,res_subdistrict_00019,Kuta Batu Ii,24661
village_00271,res_subdistrict_00019,Lawe Sempilang,24661
village_00272,res_subdistrict_00019,Prapat Batu Nunggul,
village_00273,res_subdistrict_00019,Pulo Sepang,24661
village_00274,res_subdistrict_00019,Rih Mbelang,
village_00275,res_subdistrict_00019,Kute Batu Baru,
village_00276,res_subdistrict_00019,Darul Amin,24661
village_00277,res_subdistrict_00019,Lawe Lubang Indah,24661
village_00278,res_subdistrict_00019,Batu Hamparan,24661
village_00279,res_subdistrict_00019,Paye Munje,24661
village_00280,res_subdistrict_00019,Pulo Ndadap,24661
village_00281,res_subdistrict_00019,Pasir Nunggul,24661
village_00282,res_subdistrict_00019,Cingkham Mekhanggun,
village_00283,res_subdistrict_00019,Pintu Khimbe,24661
village_00284,res_subdistrict_00019,Lawe Kongker Hilir,
village_00285,res_subdistrict_00019,Pulo Gadung,24661
village_00286,res_subdistrict_00019,Pasikh Pehkmate,
village_00287,res_subdistrict_00019,Pasikh Nunang,24661
village_00288,res_subdistrict_00019,Deleng Kukusen,24661
village_00289,res_subdistrict_00020,Bukit Merdeka,24673
village_00290,res_subdistrict_00020,Darul Aman,24673
village_00291,res_subdistrict_00020,Lawe Kesumpat,24673
village_00292,res_subdistrict_00020,Lawe Tua Gabungan,24673
village_00293,res_subdistrict_00020,Lawe Sigala Ii,24673
village_00294,res_subdistrict_00020,Lawe Sigala Timur,24673
village_00295,res_subdistrict_00020,Lawe Sigala Barat,24673
village_00296,res_subdistrict_00020,Suka Damai,24673
village_00297,res_subdistrict_00020,Kute Tengah,
village_00298,res_subdistrict_00020,Tanah Baru,24673
village_00299,res_subdistrict_00020,Kedataran Gabungan,24673
village_00300,res_subdistrict_00020,Gabungan Parsaroan,
village_00301,res_subdistrict_00020,Lawe Loning Gabungan,24673
village_00302,res_subdistrict_00020,Lawe Loning Aman,24673
village_00303,res_subdistrict_00020,Suka Maju,24673
village_00304,res_subdistrict_00020,Lawe Tua Makmur,24673
village_00305,res_subdistrict_00020,Lawe Tua Persatuan,24673
village_00306,res_subdistrict_00020,Lawe Serke,24673
village_00307,res_subdistrict_00020,Lawe Rakat,24673
village_00308,res_subdistrict_00020,Suka Jaya,24673
village_00309,res_subdistrict_00020,Enmiya Batu Dua Ratus,
village_00310,res_subdistrict_00020,Sebungke,24673
village_00311,res_subdistrict_00020,Bukit Sepakat,24673
village_00312,res_subdistrict_00020,Lawe Loning Sepakat,24673
village_00313,res_subdistrict_00020,Lawe Loning I,24673
village_00314,res_subdistrict_00020,Gaya Jaya,24673
village_00315,res_subdistrict_00020,Gelah Musara,24673
village_00316,res_subdistrict_00020,Mulie Dame,
village_00317,res_subdistrict_00020,Lawe Loning Hakhapen,
village_00318,res_subdistrict_00020,Karya Indah,24673
village_00319,res_subdistrict_00020,Kayu Mbelin,24673
village_00320,res_subdistrict_00020,Lawe Sigala Barat Jaya,24673
village_00321,res_subdistrict_00020,Lawe Pekhidinen,24673
village_00322,res_subdistrict_00020,Kertimbang,24673
village_00323,res_subdistrict_00020,Ndauh Nitenggo,24673
village_00324,res_subdistrict_00021,Bambel Gabungan,24671
village_00325,res_subdistrict_00021,Kisam,
village_00326,res_subdistrict_00021,Lawe Hijo,24671
village_00327,res_subdistrict_00021,Pinding,24671
village_00328,res_subdistrict_00021,Terutung Megara Asli,24671
village_00329,res_subdistrict_00021,Biak Muli,24671
village_00330,res_subdistrict_00021,Kute Lang-lang,
village_00331,res_subdistrict_00021,Pedesi,24671
village_00332,res_subdistrict_00021,Terutung Payung Hulu,24671
village_00333,res_subdistrict_00021,Terutung Payung Hilir,24671
village_00334,res_subdistrict_00021,Tualang Sembilar,24671
village_00335,res_subdistrict_00021,Kuning I,24671
village_00336,res_subdistrict_00021,Kuning Ii,24671
village_00337,res_subdistrict_00021,Cinta Damai,24671
village_00338,res_subdistrict_00021,Likat,24671
village_00339,res_subdistrict_00021,Rikit,24671
village_00340,res_subdistrict_00021,Bambel,24671
village_00341,res_subdistrict_00021,Lawe Kihing,24651
village_00342,res_subdistrict_00021,Terutung Seperai,24671
village_00343,res_subdistrict_00021,Kute Seri,24671
village_00344,res_subdistrict_00021,Kuta Antara,
village_00345,res_subdistrict_00021,Pulo Perengge,24671
village_00346,res_subdistrict_00021,Pulo Kendondong,
village_00347,res_subdistrict_00021,Pancakh Iman,24671
village_00348,res_subdistrict_00021,Biak Muli Baru,
village_00349,res_subdistrict_00021,Biak Muli Pantai Raja,24671
village_00350,res_subdistrict_00021,Biak Muli Sejahtera,24671
village_00351,res_subdistrict_00021,Lembah Haji,24671
village_00352,res_subdistrict_00021,Terutung Payunggabungan,
village_00353,res_subdistrict_00021,Lawe Hijo Metuah,24671
village_00354,res_subdistrict_00021,Ampera,24671
village_00355,res_subdistrict_00021,Tembilakh Mbakhu,
village_00356,res_subdistrict_00021,Kute Lang-lang Bakhu,
village_00357,res_subdistrict_00022,Kota Kutacane,24651
village_00358,res_subdistrict_00022,Perapat Hilir,24651
village_00359,res_subdistrict_00022,Perapat Hulu,24651
village_00360,res_subdistrict_00022,Muara Lawe Bulan,24651
village_00361,res_subdistrict_00022,Mbarung,24651
village_00362,res_subdistrict_00022,Batu Mbulan Asli,24651
village_00363,res_subdistrict_00022,Batu Mbulan I,24651
village_00364,res_subdistrict_00022,Batu Mbulan Ii,24651
village_00365,res_subdistrict_00022,Kampung Raja,24651
village_00366,res_subdistrict_00022,Pulonas,24651
village_00367,res_subdistrict_00022,Kampung Melayu Gabungan,24651
village_00368,res_subdistrict_00022,Terutung Pedi,24651
village_00369,res_subdistrict_00022,Kute Rih,24651
village_00370,res_subdistrict_00022,Gumpang Jaya,24671
village_00371,res_subdistrict_00022,Pulo Latong,24651
village_00372,res_subdistrict_00022,Kutacane Lama,24651
village_00373,res_subdistrict_00022,Batu Mbulan Mbaru,
village_00374,res_subdistrict_00022,Pulo Peding,24651
village_00375,res_subdistrict_00022,Mendabe,24651
village_00376,res_subdistrict_00022,Ujung Barat,24651
village_00377,res_subdistrict_00022,Pekhapat Titi Panjang,
village_00378,res_subdistrict_00022,Pekhapat Sepakat,
village_00379,res_subdistrict_00022,Alas Marancar,
village_00380,res_subdistrict_00022,Batu Mbulan Sepakat,24651
village_00381,res_subdistrict_00022,Pulo Sanggakh,24651
village_00382,res_subdistrict_00022,Melayu I,24651
village_00383,res_subdistrict_00022,Mbarung Datuk Saudane,
village_00384,res_subdistrict_00023,Salang Alas,24652
village_00385,res_subdistrict_00023,Kuta Pasir,
village_00386,res_subdistrict_00023,Purwodadi,24652
village_00387,res_subdistrict_00023,Kuta Tinggi,
village_00388,res_subdistrict_00023,Kampung Baru,24652
village_00389,res_subdistrict_00023,Peranginan,24652
village_00390,res_subdistrict_00023,Natam,24652
village_00391,res_subdistrict_00023,Kumbang Jaya,24652
village_00392,res_subdistrict_00023,Kumbang Indah,24652
village_00393,res_subdistrict_00023,Natam Baru,24652
village_00394,res_subdistrict_00023,Deleng Megakhe,24652
village_00395,res_subdistrict_00023,Lawe Bekung,24652
village_00396,res_subdistrict_00023,Lawe Bekung Tampahan,24652
village_00397,res_subdistrict_00023,Badar Indah,24652
village_00398,res_subdistrict_00023,Batu Mbekhong,
village_00399,res_subdistrict_00023,Tanah Merah,24652
village_00400,res_subdistrict_00023,Tanoh Megakhe,24652
village_00401,res_subdistrict_00023,Lawe Sekerah,
village_00402,res_subdistrict_00024,Pardomuan Ii,24673
village_00403,res_subdistrict_00024,Lawe Desky I,
village_00404,res_subdistrict_00024,Lawe Desky Sabas,24673
village_00405,res_subdistrict_00024,Pardomuan I,24673
village_00406,res_subdistrict_00024,Cinta Damai,24673
village_00407,res_subdistrict_00024,Lawe Perbunga,24673
village_00408,res_subdistrict_00024,Lawe Desky Tongah,24673
village_00409,res_subdistrict_00024,Kute Bakti,24673
village_00410,res_subdistrict_00024,Muara Situlen,24673
village_00411,res_subdistrict_00024,Sejahtera,24673
village_00412,res_subdistrict_00024,Kute Makmur,24673
village_00413,res_subdistrict_00024,Pardamean,24673
village_00414,res_subdistrict_00024,Lawe Mantik,24673
village_00415,res_subdistrict_00024,Cinta Makmur,24673
village_00416,res_subdistrict_00024,Muara Setia,24673
village_00417,res_subdistrict_00024,Tanoh Alas,24673
village_00418,res_subdistrict_00024,Sejahtera Baru,24673
village_00419,res_subdistrict_00024,Lawe Tawakh,24673
village_00420,res_subdistrict_00024,Sabilussalam,
village_00421,res_subdistrict_00024,Lawe Desky Jaya,
village_00422,res_subdistrict_00024,Pintu Alas,24673
village_00423,res_subdistrict_00025,Gulo,24653
village_00424,res_subdistrict_00025,Pulo Piku,24653
village_00425,res_subdistrict_00025,Terutung Kute,24653
village_00426,res_subdistrict_00025,Kute Ujung,24653
village_00427,res_subdistrict_00025,Lawe Stul,
village_00428,res_subdistrict_00025,Kite Merangun,
village_00429,res_subdistrict_00025,Mamas,24653
village_00430,res_subdistrict_00025,Tanjung Lama,24653
village_00431,res_subdistrict_00025,Tanjung Muda,24653
village_00432,res_subdistrict_00025,Rambung Teldak,24653
village_00433,res_subdistrict_00025,Tanjung Aman,24653
village_00434,res_subdistrict_00025,Sri Muda,
village_00435,res_subdistrict_00025,Ujung Baru,24653
village_00436,res_subdistrict_00025,Kute Rambe,24653
village_00437,res_subdistrict_00025,Mamas Baru,24653
village_00438,res_subdistrict_00025,Rambung Jaya,24653
village_00439,res_subdistrict_00025,Makmur Jaya,24653
village_00440,res_subdistrict_00025,Darul Makmur,24653
village_00441,res_subdistrict_00025,Tanjung Bakhu,
village_00442,res_subdistrict_00025,Pulo Gabung,
village_00443,res_subdistrict_00025,Kokhtan Jaya,24653
village_00444,res_subdistrict_00025,Istiqamah,
village_00445,res_subdistrict_00025,Lawe Mamas Indah,24653
village_00446,res_subdistrict_00025,Tanjung Leuser,24653
village_00447,res_subdistrict_00025,Simpang Iv Tanjung,
village_00448,res_subdistrict_00025,Lawe Pinis,24653
village_00449,res_subdistrict_00025,Buntul Kendawi,24653
village_00450,res_subdistrict_00025,Kuning Abadi,24653
village_00451,res_subdistrict_00026,Pasir Gala,24651
village_00452,res_subdistrict_00026,Pasir Penjengakan,24651
village_00453,res_subdistrict_00026,Kutambaru,
village_00454,res_subdistrict_00026,Lawe Sagu Hulu,24651
village_00455,res_subdistrict_00026,Lawe Sagu Hilir,24651
village_00456,res_subdistrict_00026,Kute Bantil,24651
village_00457,res_subdistrict_00026,Lawe Kolok,24651
village_00458,res_subdistrict_00026,Lawe Rutung,24651
village_00459,res_subdistrict_00026,Kampung Nangka,24651
village_00460,res_subdistrict_00026,Tenembak Juhar,24651
village_00461,res_subdistrict_00026,Simpang Empat,24651
village_00462,res_subdistrict_00026,Kuta Buluh Botong,24651
village_00463,res_subdistrict_00026,Katambaru Becawan,
village_00464,res_subdistrict_00026,Lawe Kinge,24651
village_00465,res_subdistrict_00026,Kandang Mbelang Mandiri,24651
village_00466,res_subdistrict_00026,Mbacang Racun,24651
village_00467,res_subdistrict_00026,Telaga Mekar,24651
village_00468,res_subdistrict_00026,Pulonas Baru,24651
village_00469,res_subdistrict_00026,Kuta Genting,24651
village_00470,res_subdistrict_00026,Pangguh,
village_00471,res_subdistrict_00026,Lawe Sagu,24651
village_00472,res_subdistrict_00026,Pekhapet Timur,
village_00473,res_subdistrict_00026,Bahagia,24651
village_00474,res_subdistrict_00026,Kute Galuh Asli,
village_00475,res_subdistrict_00027,Kute Lengat Pangan,
village_00476,res_subdistrict_00027,Kute Lengat Selian,
village_00477,res_subdistrict_00027,Tualang Baru,24671
village_00478,res_subdistrict_00027,Alur Buluh,
village_00479,res_subdistrict_00027,Maha Singkil,24671
village_00480,res_subdistrict_00027,Tenembak Bintang,24671
village_00481,res_subdistrict_00027,Kute Lingga,
village_00482,res_subdistrict_00027,Rikit Bur,24671
village_00483,res_subdistrict_00027,Kerukunan,24671
village_00484,res_subdistrict_00027,Lawe Dua,
village_00485,res_subdistrict_00027,Rema,24671
village_00486,res_subdistrict_00027,Bambel Baru,24671
village_00487,res_subdistrict_00027,Pejuang,24671
village_00488,res_subdistrict_00027,Darussalam,24671
village_00489,res_subdistrict_00027,Amaliah,24671
village_00490,res_subdistrict_00027,Sebudi Jaya,24671
village_00491,res_subdistrict_00027,Gumpang,24671
village_00492,res_subdistrict_00027,Kute Gekhat,24671
village_00493,res_subdistrict_00027,Paye Khambung,
village_00494,res_subdistrict_00027,Mbak Sako,24671
village_00495,res_subdistrict_00027,Darul Imami,24671
village_00496,res_subdistrict_00027,Rikit Bur Ii,24671
village_00497,res_subdistrict_00027,Kute Empat Lima,
village_00498,res_subdistrict_00028,Simpang Semadam,24678
village_00499,res_subdistrict_00028,Semadam Awal,24678
village_00500,res_subdistrict_00028,Semadam Asal,24678
village_00501,res_subdistrict_00028,Lawe Kinga Gabungan,24678
village_00502,res_subdistrict_00028,Lawe Kinga Tebing Tinggi,24678
village_00503,res_subdistrict_00028,Kebun Sere,24678
village_00504,res_subdistrict_00028,Lawe Beringin Horas,24678
village_00505,res_subdistrict_00028,Lawe. Berigin Gayo,
village_00506,res_subdistrict_00028,Suka Makmur,24678
village_00507,res_subdistrict_00028,Pasar Puntung,
village_00508,res_subdistrict_00028,Titi Pasir,24678
village_00509,res_subdistrict_00028,Lawe Petanduk I,24678
village_00510,res_subdistrict_00028,Ngkeran Alur Buluh,24678
village_00511,res_subdistrict_00028,Kampung Baru,24678
village_00512,res_subdistrict_00028,Sepakat Segenap,
village_00513,res_subdistrict_00028,Selamat Indah,24678
village_00514,res_subdistrict_00028,Lawe Kinge Lapter,
village_00515,res_subdistrict_00028,Lawe Mejile,
